Country Name,Indicator Name,Year,Value
"Korea, Dem. People嚙編 Rep.",全癌死亡率,1987,13
Kosovo,全癌死亡率,1987,4
Kuwait,全癌死亡率,1987,15
Kyrgyz Republic,全癌死亡率,1987,3
Lao PDR,全癌死亡率,1987,4
Latvia,全癌死亡率,1987,6
Lebanon,全癌死亡率,1987,9
Liberia,全癌死亡率,1987,14
Libya,全癌死亡率,1987,3
Liechtenstein,全癌死亡率,1987,11
Lithuania,全癌死亡率,1987,14
Luxembourg,全癌死亡率,1987,12
"Macao SAR, China",全癌死亡率,1987,3
"Macedonia, FYR",全癌死亡率,1987,3
Maldives,全癌死亡率,1987,6
Marshall Islands,全癌死亡率,1987,5
"Micronesia, Fed. Sts.",全癌死亡率,1987,7
Moldova,全癌死亡率,1987,11
Monaco,全癌死亡率,1987,13
Montenegro,全癌死亡率,1987,3
Myanmar,全癌死亡率,1987,5
Nauru,全癌死亡率,1987,13
New Caledonia,全癌死亡率,1987,15
Nicaragua,全癌死亡率,1987,8
Northern Mariana Islands,全癌死亡率,1987,15
Palau,全癌死亡率,1987,11
Paraguay,全癌死亡率,1987,9
Peru,全癌死亡率,1987,15
Poland,全癌死亡率,1987,10
Portugal,全癌死亡率,1987,3
Qatar,全癌死亡率,1987,13
Romania,全癌死亡率,1987,4
Russian Federation,全癌死亡率,1987,7
Samoa,全癌死亡率,1987,12
San Marino,全癌死亡率,1987,9
Sao Tome and Principe,全癌死亡率,1987,11
Serbia,全癌死亡率,1987,11
Sint Maarten (Dutch part),全癌死亡率,1987,3
Slovak Republic,全癌死亡率,1987,11
Slovenia,全癌死亡率,1987,3
Solomon Islands,全癌死亡率,1987,9
South Sudan,全癌死亡率,1987,9
Spain,全癌死亡率,1987,11
Sri Lanka,全癌死亡率,1987,7
St. Martin (French part),全癌死亡率,1987,6
Switzerland,全癌死亡率,1987,15
Tanzania,全癌死亡率,1987,10
Timor-Leste,全癌死亡率,1987,10
Turks and Caicos Islands,全癌死亡率,1987,7
Tuvalu,全癌死亡率,1987,13
United Arab Emirates,全癌死亡率,1987,10
United Kingdom,全癌死亡率,1987,13
United States,全癌死亡率,1987,13
Virgin Islands,全癌死亡率,1987,13
West Bank and Gaza,全癌死亡率,1987,13
"Yemen, Rep.",全癌死亡率,1987,5
Arab World,全癌死亡率,1992,6
Central Europe and the Baltics,全癌死亡率,1992,14
Fragile and conflict affected situations,全癌死亡率,1992,15
High income,全癌死亡率,1992,15
Middle East & North Africa,全癌死亡率,1992,3
North America,全癌死亡率,1992,7
Not classified,全癌死亡率,1992,4
OECD members,全癌死亡率,1992,11
Other small states,全癌死亡率,1992,7
Post-demographic dividend,全癌死亡率,1992,9
Small states,全癌死亡率,1992,10
World,全癌死亡率,1992,12
Afghanistan,全癌死亡率,1992,4
American Samoa,全癌死亡率,1992,15
Andorra,全癌死亡率,1992,9
Aruba,全癌死亡率,1992,11
Belgium,全癌死亡率,1992,5
Bermuda,全癌死亡率,1992,14
Bosnia and Herzegovina,全癌死亡率,1992,5
British Virgin Islands,全癌死亡率,1992,10
Cambodia,全癌死亡率,1992,3
Canada,全癌死亡率,1992,12
Cayman Islands,全癌死亡率,1992,13
Channel Islands,全癌死亡率,1992,10
Croatia,全癌死亡率,1992,13
Curacao,全癌死亡率,1992,12
Czech Republic,全癌死亡率,1992,9
Equatorial Guinea,全癌死亡率,1992,9
Estonia,全癌死亡率,1992,10
Faroe Islands,全癌死亡率,1992,15
Gabon,全癌死亡率,1992,8
"Gambia, The",全癌死亡率,1992,12
Gibraltar,全癌死亡率,1992,6
Greece,全癌死亡率,1992,11
Greenland,全癌死亡率,1992,14
Guam,全癌死亡率,1992,5
Guatemala,全癌死亡率,1992,10
Haiti,全癌死亡率,1992,7
"Hong Kong SAR, China",全癌死亡率,1992,13
Hungary,全癌死亡率,1992,6
Iceland,全癌死亡率,1992,3
Iraq,全癌死亡率,1992,12
Ireland,全癌死亡率,1992,5
Isle of Man,全癌死亡率,1992,6
Israel,全癌死亡率,1992,15
Jamaica,全癌死亡率,1992,8
"Korea, Dem. People嚙編 Rep.",全癌死亡率,1992,14
Kosovo,全癌死亡率,1992,8
Kuwait,全癌死亡率,1992,9
Latvia,全癌死亡率,1992,4
Lebanon,全癌死亡率,1992,12
Liberia,全癌死亡率,1992,6
Libya,全癌死亡率,1992,7
Liechtenstein,全癌死亡率,1992,15
Lithuania,全癌死亡率,1992,5
Luxembourg,全癌死亡率,1992,4
Maldives,全癌死亡率,1992,9
Marshall Islands,全癌死亡率,1992,5
"Micronesia, Fed. Sts.",全癌死亡率,1992,13
Moldova,全癌死亡率,1992,13
Monaco,全癌死亡率,1992,4
Montenegro,全癌死亡率,1992,10
Myanmar,全癌死亡率,1992,3
Nauru,全癌死亡率,1992,11
Nicaragua,全癌死亡率,1992,8
Northern Mariana Islands,全癌死亡率,1992,15
Poland,全癌死亡率,1992,15
Portugal,全癌死亡率,1992,11
Qatar,全癌死亡率,1992,6
Samoa,全癌死亡率,1992,10
San Marino,全癌死亡率,1992,7
Sao Tome and Principe,全癌死亡率,1992,13
Serbia,全癌死亡率,1992,12
Sint Maarten (Dutch part),全癌死亡率,1992,10
Slovak Republic,全癌死亡率,1992,11
Slovenia,全癌死亡率,1992,13
Somalia,全癌死亡率,1992,11
South Sudan,全癌死亡率,1992,14
Spain,全癌死亡率,1992,12
Sri Lanka,全癌死亡率,1992,11
St. Martin (French part),全癌死亡率,1992,15
Timor-Leste,全癌死亡率,1992,3
Turks and Caicos Islands,全癌死亡率,1992,14
Tuvalu,全癌死亡率,1992,6
United Arab Emirates,全癌死亡率,1992,9
United States,全癌死亡率,1992,14
Virgin Islands,全癌死亡率,1992,4
West Bank and Gaza,全癌死亡率,1992,3
Arab World,全癌死亡率,1997,8
Fragile and conflict affected situations,全癌死亡率,1997,6
Middle East & North Africa,全癌死亡率,1997,8
Not classified,全癌死亡率,1997,15
Other small states,全癌死亡率,1997,3
Small states,全癌死亡率,1997,11
Afghanistan,全癌死亡率,1997,7
American Samoa,全癌死亡率,1997,4
Andorra,全癌死亡率,1997,13
Bahrain,全癌死亡率,1997,8
British Virgin Islands,全癌死亡率,1997,5
Canada,全癌死亡率,1997,14
Cayman Islands,全癌死亡率,1997,4
Channel Islands,全癌死亡率,1997,6
Curacao,全癌死亡率,1997,8
Equatorial Guinea,全癌死亡率,1997,5
Faroe Islands,全癌死亡率,1997,12
Gabon,全癌死亡率,1997,12
"Gambia, The",全癌死亡率,1997,8
Gibraltar,全癌死亡率,1997,8
Greenland,全癌死亡率,1997,8
Guam,全癌死亡率,1997,15
Guatemala,全癌死亡率,1997,6
Haiti,全癌死亡率,1997,7
"Hong Kong SAR, China",全癌死亡率,1997,6
Iraq,全癌死亡率,1997,10
Isle of Man,全癌死亡率,1997,15
Israel,全癌死亡率,1997,14
"Korea, Dem. People嚙編 Rep.",全癌死亡率,1997,4
Kosovo,全癌死亡率,1997,4
Kuwait,全癌死亡率,1997,7
Liberia,全癌死亡率,1997,4
Libya,全癌死亡率,1997,8
Liechtenstein,全癌死亡率,1997,7
Marshall Islands,全癌死亡率,1997,4
Monaco,全癌死亡率,1997,5
Montenegro,全癌死亡率,1997,9
Myanmar,全癌死亡率,1997,6
Nauru,全癌死亡率,1997,15
Northern Mariana Islands,全癌死亡率,1997,11
Qatar,全癌死亡率,1997,8
Samoa,全癌死亡率,1997,3
San Marino,全癌死亡率,1997,15
Sao Tome and Principe,全癌死亡率,1997,10
Sint Maarten (Dutch part),全癌死亡率,1997,7
Somalia,全癌死亡率,1997,4
South Sudan,全癌死亡率,1997,6
Sri Lanka,全癌死亡率,1997,3
St. Martin (French part),全癌死亡率,1997,6
Timor-Leste,全癌死亡率,1997,3
Turks and Caicos Islands,全癌死亡率,1997,9
Tuvalu,全癌死亡率,1997,7
United Arab Emirates,全癌死亡率,1997,4
Virgin Islands,全癌死亡率,1997,4
Not classified,全癌死亡率,2002,5
American Samoa,全癌死亡率,2002,14
Angola,全癌死亡率,2002,5
Bahrain,全癌死亡率,2002,13
British Virgin Islands,全癌死亡率,2002,6
Canada,全癌死亡率,2002,5
Cayman Islands,全癌死亡率,2002,9
Channel Islands,全癌死亡率,2002,7
Curacao,全癌死亡率,2002,14
Equatorial Guinea,全癌死亡率,2002,15
Faroe Islands,全癌死亡率,2002,8
French Polynesia,全癌死亡率,2002,3
"Gambia, The",全癌死亡率,2002,8
Gibraltar,全癌死亡率,2002,13
Greenland,全癌死亡率,2002,15
Guam,全癌死亡率,2002,5
Haiti,全癌死亡率,2002,12
Iraq,全癌死亡率,2002,4
Isle of Man,全癌死亡率,2002,13
Israel,全癌死亡率,2002,5
"Korea, Dem. People嚙編 Rep.",全癌死亡率,2002,4
Kosovo,全癌死亡率,2002,7
Kuwait,全癌死亡率,2002,12
Liberia,全癌死亡率,2002,14
Liechtenstein,全癌死亡率,2002,7
Marshall Islands,全癌死亡率,2002,12
Monaco,全癌死亡率,2002,9
Nauru,全癌死亡率,2002,7
New Caledonia,全癌死亡率,2002,4
Northern Mariana Islands,全癌死亡率,2002,15
Samoa,全癌死亡率,2002,11
San Marino,全癌死亡率,2002,3
Sint Maarten (Dutch part),全癌死亡率,2002,9
Somalia,全癌死亡率,2002,3
South Sudan,全癌死亡率,2002,5
Sri Lanka,全癌死亡率,2002,8
St. Martin (French part),全癌死亡率,2002,11
Turks and Caicos Islands,全癌死亡率,2002,4
United Arab Emirates,全癌死亡率,2002,14
Virgin Islands,全癌死亡率,2002,5
Not classified,全癌死亡率,2007,8
American Samoa,全癌死亡率,2007,10
Angola,全癌死亡率,2007,5
Bahrain,全癌死亡率,2007,11
British Virgin Islands,全癌死亡率,2007,12
Channel Islands,全癌死亡率,2007,9
Curacao,全癌死亡率,2007,3
Faroe Islands,全癌死亡率,2007,15
French Polynesia,全癌死亡率,2007,11
Gibraltar,全癌死亡率,2007,13
Greenland,全癌死亡率,2007,11
Guam,全癌死亡率,2007,14
Haiti,全癌死亡率,2007,15
Iraq,全癌死亡率,2007,9
Isle of Man,全癌死亡率,2007,4
Israel,全癌死亡率,2007,11
"Korea, Dem. People嚙編 Rep.",全癌死亡率,2007,6
Kuwait,全癌死亡率,2007,11
Liberia,全癌死亡率,2007,11
Liechtenstein,全癌死亡率,2007,3
Monaco,全癌死亡率,2007,9
Nauru,全癌死亡率,2007,11
New Caledonia,全癌死亡率,2007,8
Northern Mariana Islands,全癌死亡率,2007,3
Papua New Guinea,全癌死亡率,2007,5
Samoa,全癌死亡率,2007,4
San Marino,全癌死亡率,2007,9
Sint Maarten (Dutch part),全癌死亡率,2007,4
Solomon Islands,全癌死亡率,2007,13
Somalia,全癌死亡率,2007,7
South Sudan,全癌死亡率,2007,4
Sri Lanka,全癌死亡率,2007,7
St. Martin (French part),全癌死亡率,2007,5
Turks and Caicos Islands,全癌死亡率,2007,13
United Arab Emirates,全癌死亡率,2007,14
Virgin Islands,全癌死亡率,2007,12
Somalia,男生全癌死亡率,1992,6
Nepal,男生全癌死亡率,1962,11
Cambodia,男生全癌死亡率,1977,7
Bhutan,男生全癌死亡率,1972,5
Rwanda,男生全癌死亡率,1967,8
Chad,男生全癌死亡率,1992,3
Burundi,男生全癌死亡率,1967,3
Chad,男生全癌死亡率,1997,3
Burundi,男生全癌死亡率,1962,11
Cambodia,男生全癌死亡率,1972,14
Rwanda,男生全癌死亡率,1972,9
Burkina Faso,男生全癌死亡率,1962,6
Ethiopia,男生全癌死亡率,1962,7
"Congo, Dem. Rep.",男生全癌死亡率,2002,10
Niger,男生全癌死亡率,1962,13
Chad,男生全癌死亡率,2002,12
Nepal,男生全癌死亡率,1967,15
Burkina Faso,男生全癌死亡率,1967,14
Bhutan,男生全癌死亡率,1977,5
Burundi,男生全癌死亡率,1972,13
Nepal,男生全癌死亡率,1972,3
Burundi,男生全癌死亡率,2007,4
Nepal,男生全癌死亡率,1977,11
Burundi,男生全癌死亡率,1977,13
Mali,男生全癌死亡率,1962,3
Chad,男生全癌死亡率,1962,3
Rwanda,男生全癌死亡率,1962,5
Burkina Faso,男生全癌死亡率,1972,4
Nepal,男生全癌死亡率,1982,3
"Congo, Dem. Rep.",男生全癌死亡率,2007,3
Burundi,男生全癌死亡率,2002,5
Maldives,男生全癌死亡率,1972,7
Botswana,男生全癌死亡率,1972,10
Ethiopia,男生全癌死亡率,1977,7
Chad,男生全癌死亡率,1972,10
Niger,男生全癌死亡率,1967,8
Chad,男生全癌死亡率,1967,12
Burundi,男生全癌死亡率,1982,15
Chad,男生全癌死亡率,1987,13
Somalia,男生全癌死亡率,1962,10
Burkina Faso,男生全癌死亡率,1977,11
Mali,男生全癌死亡率,1967,9
Ethiopia,男生全癌死亡率,1982,8
Mali,男生全癌死亡率,1972,3
Ethiopia,男生全癌死亡率,1967,8
Uganda,男生全癌死亡率,1982,7
Afghanistan,男生全癌死亡率,2002,13
Uganda,男生全癌死亡率,1992,8
"Congo, Dem. Rep.",男生全癌死亡率,1997,13
Chad,男生全癌死亡率,2007,13
Chad,男生全癌死亡率,1982,4
Mali,男生全癌死亡率,1987,9
Lao PDR,男生全癌死亡率,1982,9
Chad,男生全癌死亡率,1977,9
Ethiopia,男生全癌死亡率,1972,4
Central African Republic,男生全癌死亡率,1962,13
Burundi,男生全癌死亡率,1997,5
Cambodia,男生全癌死亡率,1982,10
Uganda,男生全癌死亡率,1987,4
Mali,男生全癌死亡率,1982,6
Niger,男生全癌死亡率,2007,5
Mali,男生全癌死亡率,1992,3
Nepal,男生全癌死亡率,1987,15
Ethiopia,男生全癌死亡率,1997,15
Uganda,男生全癌死亡率,1997,3
Cambodia,男生全癌死亡率,1962,13
Mali,男生全癌死亡率,1997,6
Cameroon,男生全癌死亡率,1962,11
Bangladesh,男生全癌死亡率,1972,14
Burundi,男生全癌死亡率,1992,4
Benin,男生全癌死亡率,1967,11
Burundi,男生全癌死亡率,1987,9
Cambodia,男生全癌死亡率,1987,13
Niger,男生全癌死亡率,1972,11
Central African Republic,男生全癌死亡率,1967,7
Lao PDR,男生全癌死亡率,1987,14
Benin,男生全癌死亡率,1962,15
Togo,男生全癌死亡率,1962,4
Comoros,男生全癌死亡率,1962,8
Lao PDR,男生全癌死亡率,1992,15
Ethiopia,男生全癌死亡率,1992,12
Rwanda,男生全癌死亡率,1977,12
Niger,男生全癌死亡率,2002,13
Haiti,男生全癌死亡率,1967,5
Rwanda,男生全癌死亡率,2007,5
Uganda,男生全癌死亡率,1962,9
Central African Republic,男生全癌死亡率,1982,4
Ethiopia,男生全癌死亡率,1987,14
Lao PDR,男生全癌死亡率,1962,8
Central African Republic,男生全癌死亡率,2007,9
Afghanistan,男生全癌死亡率,1997,10
Central African Republic,男生全癌死亡率,1977,8
Uganda,男生全癌死亡率,2002,8
Mali,男生全癌死亡率,1977,15
Rwanda,男生全癌死亡率,2002,12
Cambodia,男生全癌死亡率,1967,14
Burkina Faso,男生全癌死亡率,1987,13
Central African Republic,男生全癌死亡率,2002,7
Guinea-Bissau,男生全癌死亡率,1962,7
Ethiopia,男生全癌死亡率,2002,15
Mozambique,男生全癌死亡率,1997,9
"Gambia, The",男生全癌死亡率,1962,7
Niger,男生全癌死亡率,1977,11
Somalia,男生全癌死亡率,1972,3
Nepal,男生全癌死亡率,1992,14
Malawi,男生全癌死亡率,1987,5
Malawi,男生全癌死亡率,1992,7
Burkina Faso,男生全癌死亡率,1992,10
Somalia,男生全癌死亡率,2007,11
Mauritania,男生全癌死亡率,1962,5
Malawi,男生全癌死亡率,2007,9
Central African Republic,男生全癌死亡率,1992,14
Central African Republic,男生全癌死亡率,1997,4
Uganda,男生全癌死亡率,1977,13
Somalia,男生全癌死亡率,1967,5
Mozambique,男生全癌死亡率,1992,12
Guinea-Bissau,男生全癌死亡率,1967,7
Tanzania,男生全癌死亡率,1962,5
Mali,男生全癌死亡率,2002,15
Rwanda,男生全癌死亡率,1992,5
Cameroon,男生全癌死亡率,1967,15
Mali,男生全癌死亡率,2007,3
Cabo Verde,男生全癌死亡率,1967,11
Lao PDR,男生全癌死亡率,1977,13
Afghanistan,男生全癌死亡率,1962,6
Madagascar,男生全癌死亡率,2002,14
Malawi,男生全癌死亡率,1997,11
Madagascar,男生全癌死亡率,1962,5
Ethiopia,男生全癌死亡率,2007,5
"Congo, Dem. Rep.",男生全癌死亡率,1992,13
Mozambique,男生全癌死亡率,1987,7
Somalia,男生全癌死亡率,2002,4
Malawi,男生全癌死亡率,2002,13
Burkina Faso,男生全癌死亡率,1997,6
Haiti,男生全癌死亡率,1962,4
Bhutan,男生全癌死亡率,1982,13
Rwanda,男生全癌死亡率,1997,7
Bangladesh,男生全癌死亡率,1977,14
"Gambia, The",男生全癌死亡率,1967,15
Burkina Faso,男生全癌死亡率,1982,6
Haiti,男生全癌死亡率,1972,11
Burkina Faso,男生全癌死亡率,2002,3
Madagascar,男生全癌死亡率,1992,5
Mozambique,男生全癌死亡率,2002,7
Niger,男生全癌死亡率,1992,9
Equatorial Guinea,男生全癌死亡率,1962,9
Tanzania,男生全癌死亡率,1992,7
Comoros,男生全癌死亡率,1967,4
Malawi,男生全癌死亡率,1967,10
Benin,男生全癌死亡率,1977,3
Cabo Verde,男生全癌死亡率,1962,4
Afghanistan,男生全癌死亡率,2007,12
Nigeria,男生全癌死亡率,1962,4
Central African Republic,男生全癌死亡率,1972,6
Guinea-Bissau,男生全癌死亡率,1972,11
Niger,男生全癌死亡率,1997,15
Equatorial Guinea,男生全癌死亡率,1967,4
Rwanda,男生全癌死亡率,1987,3
Tanzania,男生全癌死亡率,1997,11
Malawi,男生全癌死亡率,1982,5
Madagascar,男生全癌死亡率,2007,14
Uganda,男生全癌死亡率,1967,10
Central African Republic,男生全癌死亡率,1987,15
Uganda,男生全癌死亡率,2007,9
Papua New Guinea,男生全癌死亡率,1962,13
Tanzania,男生全癌死亡率,2002,11
Bangladesh,男生全癌死亡率,1982,13
Nepal,男生全癌死亡率,2007,12
Mozambique,男生全癌死亡率,2007,13
Afghanistan,男生全癌死亡率,1992,3
Maldives,男生全癌死亡率,1977,6
Tanzania,男生全癌死亡率,1987,14
Sierra Leone,男生全癌死亡率,1967,8
Madagascar,男生全癌死亡率,1977,15
Least developed countries: UN classification,男生全癌死亡率,1962,9
Togo,男生全癌死亡率,1967,13
Nepal,男生全癌死亡率,2002,12
Tanzania,男生全癌死亡率,1982,15
Madagascar,男生全癌死亡率,1982,12
"Congo, Dem. Rep.",男生全癌死亡率,1982,15
Rwanda,男生全癌死亡率,1982,12
Guinea-Bissau,男生全癌死亡率,2002,5
Malawi,男生全癌死亡率,1972,3
Myanmar,男生全癌死亡率,1992,10
Malawi,男生全癌死亡率,1977,7
Sierra Leone,男生全癌死亡率,1992,9
Somalia,男生全癌死亡率,1982,4
Madagascar,男生全癌死亡率,1997,14
Burkina Faso,男生全癌死亡率,2007,15
Sierra Leone,男生全癌死亡率,1997,14
Solomon Islands,男生全癌死亡率,1962,10
Tanzania,男生全癌死亡率,1977,15
Benin,男生全癌死亡率,1987,13
Niger,男生全癌死亡率,1982,6
Sierra Leone,男生全癌死亡率,2007,7
Guinea,男生全癌死亡率,2007,12
Lao PDR,男生全癌死亡率,1997,11
Cameroon,男生全癌死亡率,1972,7
Bangladesh,男生全癌死亡率,1987,10
"Congo, Dem. Rep.",男生全癌死亡率,1987,3
Madagascar,男生全癌死亡率,1987,12
Haiti,男生全癌死亡率,1992,6
Heavily indebted poor countries (HIPC),男生全癌死亡率,1962,6
Comoros,男生全癌死亡率,1972,15
Least developed countries: UN classification,男生全癌死亡率,1967,4
Afghanistan,男生全癌死亡率,1967,10
Cabo Verde,男生全癌死亡率,1982,14
Nepal,男生全癌死亡率,1997,11
Myanmar,男生全癌死亡率,1987,8
"Congo, Dem. Rep.",男生全癌死亡率,1967,9
Benin,男生全癌死亡率,1982,6
